work_id,topic_id,topic_display_name,topic_score,topic_sub_field_display_name,topic_field_display_name,topic_domain_display_name
https://openalex.org/W2592391681,https://openalex.org/T12350,Not Kept,0.9987,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2592391681,https://openalex.org/T10615,Not Kept,0.9765,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2592391681,https://openalex.org/T12383,Not Kept,0.9093,Not Kept,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/W2594879167,https://openalex.org/T12100,Multiscale Methods for Heterogeneous Systems,1.0,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W2594879167,https://openalex.org/T11558,Not Kept,0.9981,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2594879167,https://openalex.org/T10339,Not Kept,0.9951,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2606508586,https://openalex.org/T10142,Formal Methods in Software Verification and Control,0.9238,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W2613358405,https://openalex.org/T13966,Not Kept,0.7462,Not Kept,Medicine,Health Sciences
https://openalex.org/W2613886622,https://openalex.org/T12923,Connected Component Labeling Algorithms,0.9972,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W2613886622,https://openalex.org/T11245,Not Kept,0.9523,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2613886622,https://openalex.org/T10481,Computer Graphics and Visualization Techniques,0.947,Computer Graphics and Computer-Aided Design,Computer Science,Physical Sciences
https://openalex.org/W2614999595,https://openalex.org/T11165,Image Quality Assessment in Multimedia Content,0.981,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W2614999595,https://openalex.org/T14067,Performance and Optimization of Thin-Client Computing Systems,0.9785,Hardware and Architecture,Computer Science,Physical Sciences
https://openalex.org/W2614999595,https://openalex.org/T10101,Cloud Computing and Big Data Technologies,0.975,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W2617230472,https://openalex.org/T10146,Not Kept,0.9325,Not Kept,Medicine,Health Sciences
https://openalex.org/W2620150715,https://openalex.org/T12702,Not Kept,0.7435,Not Kept,Neuroscience,Life Sciences
https://openalex.org/W2620150715,https://openalex.org/T10320,Neural Network Fundamentals and Applications,0.7267,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W2622096078,https://openalex.org/T11357,Not Kept,0.949,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W2622096078,https://openalex.org/T12423,Software Reliability Assessment and Prediction,0.9016,Software,Computer Science,Physical Sciences
https://openalex.org/W2623936397,https://openalex.org/T11263,Not Kept,0.9887,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2623936397,https://openalex.org/T12206,Not Kept,0.988,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2623936397,https://openalex.org/T13286,Modelica Language and Simulation Environment,0.9258,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W2625530745,https://openalex.org/T10928,Not Kept,0.999,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W2625530745,https://openalex.org/T11115,Not Kept,0.9853,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2625530745,https://openalex.org/T10848,Multiobjective Optimization in Evolutionary Algorithms,0.9801,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W2731749650,https://openalex.org/T10360,Not Kept,0.996,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2731749650,https://openalex.org/T12007,Not Kept,0.9588,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2731749650,https://openalex.org/T10173,Not Kept,0.9512,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2735547988,https://openalex.org/T13869,Not Kept,0.9809,Not Kept,Medicine,Health Sciences
https://openalex.org/W2735547988,https://openalex.org/T10732,Not Kept,0.9794,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2735547988,https://openalex.org/T11854,Not Kept,0.9344,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2777882064,https://openalex.org/T11190,Not Kept,0.6557,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2777882064,https://openalex.org/T10059,Not Kept,0.5612,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2787980981,https://openalex.org/T10589,Factors Affecting Student Engagement in Education,0.9877,Education,Social Sciences,Social Sciences
https://openalex.org/W2787980981,https://openalex.org/T13447,Not Kept,0.9586,Not Kept,Psychology,Social Sciences
https://openalex.org/W2787980981,https://openalex.org/T12993,Not Kept,0.9523,Not Kept,Psychology,Social Sciences
https://openalex.org/W2792401599,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.8547,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2792401599,https://openalex.org/T13695,Not Kept,0.7813,Not Kept,Health Professions,Health Sciences
https://openalex.org/W2793390415,https://openalex.org/T14337,Interplay of Religion and Media in Modern Society,0.7233,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2793390415,https://openalex.org/T12993,Not Kept,0.6942,Not Kept,Psychology,Social Sciences
https://openalex.org/W2793390415,https://openalex.org/T14227,"Education, Innovation, and Sustainable Development",0.6863,Education,Social Sciences,Social Sciences
https://openalex.org/W2795557256,https://openalex.org/T12677,Not Kept,0.8333,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2795557256,https://openalex.org/T11206,Not Kept,0.8109,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W2795557256,https://openalex.org/T10879,Not Kept,0.7988,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2886510846,https://openalex.org/T12437,Cultural and Historical Dynamics in the Balkans,0.6505,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/W2886510846,https://openalex.org/T10759,Not Kept,0.6218,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W2886510846,https://openalex.org/T14006,Not Kept,0.616,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W2904309364,https://openalex.org/T11375,Not Kept,0.9998,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2904309364,https://openalex.org/T10233,Not Kept,0.9945,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2904309364,https://openalex.org/T11046,Not Kept,0.992,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2906360943,https://openalex.org/T13514,Experience-Based Knowledge Representation and Management,0.9811,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W2945838816,https://openalex.org/T12652,Not Kept,0.941,Not Kept,Environmental Science,Physical Sciences
https://openalex.org/W2945838816,https://openalex.org/T14180,Not Kept,0.9288,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2945838816,https://openalex.org/T13756,Not Kept,0.9234,Not Kept,Environmental Science,Physical Sciences
https://openalex.org/W2946147448,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.5473,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2946147448,https://openalex.org/T12681,Not Kept,0.4658,Not Kept,Health Professions,Health Sciences
https://openalex.org/W2981465616,https://openalex.org/T10771,Not Kept,0.9999,Not Kept,Medicine,Health Sciences
https://openalex.org/W2981465616,https://openalex.org/T11422,Not Kept,0.9962,Not Kept,Medicine,Health Sciences
https://openalex.org/W2981465616,https://openalex.org/T10599,Not Kept,0.9861,Not Kept,Medicine,Health Sciences
https://openalex.org/W2991089486,https://openalex.org/T11552,Not Kept,0.9018,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2992955268,https://openalex.org/T10192,Not Kept,0.9442,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W2995223142,https://openalex.org/T10033,Not Kept,0.7697,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2995223142,https://openalex.org/T10894,Not Kept,0.722,Not Kept,Environmental Science,Physical Sciences
https://openalex.org/W2995223142,https://openalex.org/T10716,Not Kept,0.6356,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2998827259,https://openalex.org/T10876,Not Kept,0.9984,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2998827259,https://openalex.org/T10640,Not Kept,0.9864,Not Kept,Chemistry,Physical Sciences
https://openalex.org/W2998827259,https://openalex.org/T10820,Type-2 Fuzzy Logic Systems and Applications,0.9522,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W3000619359,https://openalex.org/T10074,Not Kept,0.993,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W3000619359,https://openalex.org/T14089,Not Kept,0.9026,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3000657668,https://openalex.org/T10789,Tangible User Interfaces in Human-Computer Interaction,0.9999,Human-Computer Interaction,Computer Science,Physical Sciences
https://openalex.org/W3000657668,https://openalex.org/T10888,Augmented Reality and its Applications,0.9979,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W3000657668,https://openalex.org/T10914,Not Kept,0.9958,Not Kept,Neuroscience,Life Sciences
https://openalex.org/W3048158497,https://openalex.org/T13952,"Education, Technology, and Territorial Intelligence",0.7331,Education,Social Sciences,Social Sciences
https://openalex.org/W3048158497,https://openalex.org/T14236,Promoting and Assessing Value Creation in Communities of Practice,0.6841,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W3049130033,https://openalex.org/T11558,Not Kept,0.9968,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3049130033,https://openalex.org/T12100,Multiscale Methods for Heterogeneous Systems,0.9927,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W3049130033,https://openalex.org/T10221,Not Kept,0.9426,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3088642544,https://openalex.org/T11965,Not Kept,0.9996,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W3088642544,https://openalex.org/T11808,Not Kept,0.9539,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3088642544,https://openalex.org/T10037,Not Kept,0.9426,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W3094589470,https://openalex.org/T10358,Not Kept,0.9695,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W3095646899,https://openalex.org/T10071,Not Kept,0.798,Not Kept,Medicine,Health Sciences
https://openalex.org/W3108159705,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.8612,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3108159705,https://openalex.org/T13379,Reform of Family Law and Democratic Progress,0.7598,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3108159705,https://openalex.org/T14402,Tunisian Revolution and Global Impact,0.7294,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3112832114,https://openalex.org/T10299,Not Kept,0.9998,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3112832114,https://openalex.org/T10022,Not Kept,0.9991,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W3112832114,https://openalex.org/T11429,Not Kept,0.9985,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3118718648,https://openalex.org/T13204,Not Kept,0.2389,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3118718648,https://openalex.org/T11063,Rough Sets Theory and Applications,0.2056,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W3125616297,https://openalex.org/T11552,Not Kept,0.9019,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3148107408,https://openalex.org/T11263,Not Kept,0.9997,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3148107408,https://openalex.org/T10739,Not Kept,0.9989,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W3148107408,https://openalex.org/T11739,Not Kept,0.998,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3180010596,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.9924,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3180010596,https://openalex.org/T13033,Role of Social Innovation in Territorial Development,0.9573,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W3180010596,https://openalex.org/T14404,Not Kept,0.9011,Not Kept,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3182914831,https://openalex.org/T11443,Not Kept,0.999,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W3182914831,https://openalex.org/T12111,Not Kept,0.9969,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3182914831,https://openalex.org/T11159,Not Kept,0.9683,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3186613606,https://openalex.org/T10362,Not Kept,0.9971,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W3186613606,https://openalex.org/T13372,Not Kept,0.9394,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W3186613606,https://openalex.org/T14210,Christian-Muslim Relations in Historical Context,0.9312,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3186815099,https://openalex.org/T12119,Not Kept,0.9943,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W3186815099,https://openalex.org/T12881,Not Kept,0.9701,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W3186815099,https://openalex.org/T13152,Multilingual Language Education and Integration,0.9513,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/W3187306832,https://openalex.org/T11187,Dynamics of Synchronization in Complex Networks,0.4936,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W3193305866,https://openalex.org/T11159,Not Kept,0.9967,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3193305866,https://openalex.org/T14306,Not Kept,0.9944,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3193305866,https://openalex.org/T11729,Not Kept,0.9925,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3203904232,https://openalex.org/T12752,The Responsibility to Protect in International Relations,0.9007,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3203904232,https://openalex.org/T12263,Local Turn in Peacebuilding and Resilience Governance,0.9003,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4206857867,https://openalex.org/T10703,Not Kept,0.9468,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4206857867,https://openalex.org/T10215,Semantic Web and Ontology Development,0.9357,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W4206857867,https://openalex.org/T10679,QoS-Aware Web Services Composition and Semantic Matching,0.9038,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W4206867356,https://openalex.org/T10432,Not Kept,0.5997,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4206871997,https://openalex.org/T10835,Not Kept,0.9972,Not Kept,Chemistry,Physical Sciences
https://openalex.org/W4206871997,https://openalex.org/T10911,Not Kept,0.9516,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4206871997,https://openalex.org/T10602,Not Kept,0.9412,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4206873848,https://openalex.org/T10093,Not Kept,0.9978,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W4206873848,https://openalex.org/T11261,Not Kept,0.993,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W4206873848,https://openalex.org/T11965,Not Kept,0.9911,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W4206878487,https://openalex.org/T12683,Not Kept,0.9974,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4206878487,https://openalex.org/T11617,Not Kept,0.9727,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4206878487,https://openalex.org/T11179,Not Kept,0.966,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4213395643,https://openalex.org/T12124,Not Kept,0.9658,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4213395643,https://openalex.org/T11159,Not Kept,0.9649,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4213395643,https://openalex.org/T14306,Not Kept,0.9071,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4213406523,https://openalex.org/T13156,Not Kept,0.978,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W4213406523,https://openalex.org/T12119,Not Kept,0.9742,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W4213406523,https://openalex.org/T13152,Multilingual Language Education and Integration,0.9737,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/W4214960863,https://openalex.org/T12119,Not Kept,0.9874,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W4214960863,https://openalex.org/T13152,Multilingual Language Education and Integration,0.9845,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/W4214965279,https://openalex.org/T11351,Not Kept,0.9804,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4214965279,https://openalex.org/T10192,Not Kept,0.9255,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W4283827266,https://openalex.org/T11138,Not Kept,0.7916,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4283827266,https://openalex.org/T12206,Not Kept,0.7891,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4283827266,https://openalex.org/T12565,Not Kept,0.6743,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4285081212,https://openalex.org/T13152,Multilingual Language Education and Integration,0.9549,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/W4285081212,https://openalex.org/T12119,Not Kept,0.9377,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W4287639832,https://openalex.org/T14238,Cold War Feminism and Transnational Activism,0.778,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4288318115,https://openalex.org/T12696,Not Kept,0.9273,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4288341210,https://openalex.org/T11185,Not Kept,0.9895,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4288341210,https://openalex.org/T11052,Not Kept,0.9234,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4288362060,https://openalex.org/T14201,Secondary Analysis of Qualitative Data,0.9305,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4288624487,https://openalex.org/T13552,Not Kept,0.7534,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4288624487,https://openalex.org/T12340,Not Kept,0.6863,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W4289020731,https://openalex.org/T11120,Multilevel Perspectives on Prosocial Behavior and Volunteering,0.3051,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4289020731,https://openalex.org/T11843,Not Kept,0.2747,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4289494420,https://openalex.org/T10069,Not Kept,0.9949,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4289494420,https://openalex.org/T12801,Bluetooth Low Energy Technology Overview and Evaluation,0.9907,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W4289494420,https://openalex.org/T11392,Not Kept,0.9894,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4290743910,https://openalex.org/T11366,Not Kept,0.826,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4291247732,https://openalex.org/T10702,Not Kept,0.9179,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4292338746,https://openalex.org/T12417,Not Kept,0.7597,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4292338746,https://openalex.org/T10052,Image Segmentation Techniques,0.7011,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W4292338746,https://openalex.org/T14339,Automated Reconstruction of Fragmented Objects,0.6996,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W4292415978,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.8553,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4292416713,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.4535,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4292518867,https://openalex.org/T12923,Connected Component Labeling Algorithms,0.9111,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W4293333137,https://openalex.org/T12400,Not Kept,0.9984,Not Kept,Medicine,Health Sciences
https://openalex.org/W4293388785,https://openalex.org/T12504,Not Kept,0.1585,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4293401088,https://openalex.org/T12784,Not Kept,0.1291,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4293401088,https://openalex.org/T13518,Not Kept,0.1223,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4296576767,https://openalex.org/T11978,Not Kept,0.9306,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4296957423,https://openalex.org/T11410,The Impact of Creative Industries on Urban Development,0.4722,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W4297231149,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.8878,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4297571104,https://openalex.org/T11245,Not Kept,0.9978,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4297571104,https://openalex.org/T12504,Not Kept,0.9842,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4297571104,https://openalex.org/T10719,Not Kept,0.9624,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4297859228,https://openalex.org/T11409,Not Kept,0.9923,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4297859228,https://openalex.org/T10829,Networks on Chip in System-on-Chip Design,0.9834,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W4297859228,https://openalex.org/T10796,Cooperative Diversity in Wireless Networks,0.9743,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W4297888839,https://openalex.org/T13396,Not Kept,0.5667,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4297920061,https://openalex.org/T10418,Not Kept,0.9876,Not Kept,Medicine,Health Sciences
https://openalex.org/W4297920061,https://openalex.org/T11815,Not Kept,0.9876,Not Kept,Medicine,Health Sciences
https://openalex.org/W4297920061,https://openalex.org/T10279,Not Kept,0.9665,Not Kept,Medicine,Health Sciences
https://openalex.org/W4297947901,https://openalex.org/T14149,Not Kept,0.9764,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W4297972990,https://openalex.org/T12234,Not Kept,0.2392,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4297972990,https://openalex.org/T13240,Not Kept,0.205,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4298010250,https://openalex.org/T11814,Not Kept,0.8649,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4298010250,https://openalex.org/T11741,Not Kept,0.8133,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4298010250,https://openalex.org/T12735,Not Kept,0.7862,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4298040333,https://openalex.org/T10463,Not Kept,0.9921,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W4298040333,https://openalex.org/T10744,Not Kept,0.988,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W4298040333,https://openalex.org/T13885,Not Kept,0.9726,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4299433635,https://openalex.org/T13189,Not Kept,0.9745,Not Kept,Health Professions,Health Sciences
https://openalex.org/W4299433635,https://openalex.org/T13359,Not Kept,0.9625,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W4299433635,https://openalex.org/T14265,Social Activity and Health Research,0.9379,Health,Social Sciences,Social Sciences
https://openalex.org/W4299848918,https://openalex.org/T11220,Not Kept,0.8556,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4299848918,https://openalex.org/T10928,Not Kept,0.8276,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W4299848918,https://openalex.org/T10968,Not Kept,0.8082,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4299967272,https://openalex.org/T12267,Not Kept,0.42,Not Kept,Medicine,Health Sciences
https://openalex.org/W4301058488,https://openalex.org/T14039,Not Kept,0.404,Not Kept,Environmental Science,Physical Sciences
https://openalex.org/W4306904916,https://openalex.org/T11739,Not Kept,0.9798,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4306904916,https://openalex.org/T10752,Not Kept,0.9527,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4309693169,https://openalex.org/T12206,Not Kept,0.3673,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4309882665,https://openalex.org/T13562,Cruise Tourism in the Caribbean and Beyond,0.865,Transportation,Social Sciences,Social Sciences
https://openalex.org/W4309882665,https://openalex.org/T13098,Motivation and Behavior of Convention Attendees,0.8405,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4309882665,https://openalex.org/T10055,Tourism and its Impact on Communities,0.7592,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4317037043,https://openalex.org/T13402,Not Kept,0.9495,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4324130635,https://openalex.org/T10512,Not Kept,0.9783,Not Kept,Medicine,Health Sciences
https://openalex.org/W4324130635,https://openalex.org/T10280,Not Kept,0.9745,Not Kept,Medicine,Health Sciences
https://openalex.org/W4324130635,https://openalex.org/T11218,Not Kept,0.967,Not Kept,Medicine,Health Sciences
https://openalex.org/W4361198816,https://openalex.org/T10658,Not Kept,0.9258,Not Kept,Medicine,Health Sciences
https://openalex.org/W79488684,https://openalex.org/T12961,Institutions and Regional Development in European Union,0.9947,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W79488684,https://openalex.org/T12052,Not Kept,0.942,Not Kept,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2626218772,https://openalex.org/T12031,Dialogue Act Modeling for Spoken Language Systems,0.4681,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W3049079616,https://openalex.org/T10551,Not Kept,0.9716,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3049079616,https://openalex.org/T11814,Not Kept,0.926,Not Kept,Engineering,Physical Sciences
https://openalex.org/W1679327522,https://openalex.org/T12657,Not Kept,0.9988,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W1679327522,https://openalex.org/T12638,Not Kept,0.9542,Not Kept,Nursing,Health Sciences
https://openalex.org/W1679327522,https://openalex.org/T10225,Not Kept,0.9537,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2164875430,https://openalex.org/T10142,Formal Methods in Software Verification and Control,0.9994,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W2164875430,https://openalex.org/T10126,Program Analysis and Verification Techniques,0.9989,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W2164875430,https://openalex.org/T10772,Distributed Fault Tolerance and Consistency in Systems,0.9959,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W2626484242,https://openalex.org/T10531,Stereo Vision and Depth Estimation,0.9996,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W2626484242,https://openalex.org/T11992,Not Kept,0.9996,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2626484242,https://openalex.org/T11019,Image Enhancement Techniques,0.9986,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W2900131510,https://openalex.org/T12795,Not Kept,0.9544,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2900131510,https://openalex.org/T12436,Not Kept,0.9268,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2990782066,https://openalex.org/T10251,Not Kept,0.9995,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W2990782066,https://openalex.org/T11786,Not Kept,0.9743,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W2990782066,https://openalex.org/T11405,Not Kept,0.9633,Not Kept,Earth and Planetary Sciences,Physical Sciences
